sample_id,Staphylococcus_epidermidis,Streptococcus_oralis,Corynebacterium_striatum,Cutibacterium_acnes,Rothia_dentocariosa,Neisseria_sicca,Micrococcus_luteus,Streptococcus_mitis,Haemophilus_parainfluenzae,Lactobacillus_gasseri,Clostridium_perfringens,Clostridium_difficile,Bacteroides_fragilis,Parvimonas_micra,Peptostreptococcus_anaerobius,Escherichia_coli,Klebsiella_pneumoniae,Proteus_mirabilis,Morganella_morganii,Enterococcus_faecalis,Wohlfahrtiimonas_chitiniclastica,Ignatzschineria_larvae,Fusobacterium_nucleatum,Prevotella_melaninogenica,Acinetobacter_baumannii,Pseudomonas_fluorescens,Pseudomonas_putida,Bacillus_subtilis,Bacillus_cereus,Flavobacterium_succinicans,Sphingobacterium_multivorum,Chryseobacterium_gleum,Streptomyces_albus,Nocardia_asteroides,Planococcus_halocryophilus,Pedobacter_heparinus,Cellulomonas_flavigena,Arthrobacter_globiformis,Burkholderia_cepacia,Rhizobium_radiobacter,Brevibacterium_casei,Corynebacterium_jeikeium,Streptococcus_constellatus,Propionibacterium_avidum,Serratia_marcescens,Staphylococcus_aureus,Treponema_denticola,Campylobacter_rectus,Filifactor_alocis,Prevotella_intermedia
SAMP_2115,0,0,0,0,0,0,0,0,0,0,330,1250,1291,162,282,126,111,986,1117,721,2668,1751,10,52,2304,791,748,1213,1691,302,282,191,110,37,140,198,20,123,260,16,1040,1133,322,1182,0,0,0,46,78,0
SAMP_2116,1522,1858,1452,1268,485,205,635,705,200,286,991,477,303,182,155,1013,495,170,124,420,116,193,418,317,21,5,1,5,12,2,2,3,3,0,2,2,0,2,1,1,612,558,433,495,0,0,0,0,0,0
SAMP_2117,392,189,434,215,50,42,135,51,14,28,3209,3671,4023,2515,1734,1995,1773,1671,1795,2925,1741,1624,1722,2688,157,88,36,83,144,9,5,10,7,1,8,4,0,12,30,0,1437,969,874,1240,0,0,0,0,0,0
SAMP_2118,0,2,2,2,0,0,1,1,1,0,2251,3437,4471,379,893,880,545,3532,2224,2150,5852,4628,79,544,1864,1127,649,1019,1552,161,139,92,81,40,25,155,13,75,196,10,2059,2138,1417,1106,0,0,0,0,0,0
SAMP_2119,4268,1692,2495,1250,1268,2007,1244,1161,799,727,1976,555,247,209,178,499,358,179,116,428,206,219,308,308,10,7,3,16,11,2,2,1,0,1,0,1,0,3,2,0,1073,688,611,784,0,0,0,0,0,89
SAMP_2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,1135,1083,684,776,493,396,451,492,381,324,293,435,372,237,291,274,368,175,297,0,55,0,0,0,0
SAMP_2121,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,15,0,136,53,0,0,2809,2947,1639,2070,2416,1123,2090,1122,812,691,1024,842,315,1083,713,335,681,1047,860,699,0,0,0,0,0,0
SAMP_2122,4,2,10,4,1,2,4,0,0,0,847,901,898,402,425,453,324,480,522,361,449,442,159,246,111,41,28,48,46,9,10,4,4,2,11,10,2,4,5,1,188,180,186,139,0,0,0,0,0,0
SAMP_2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,1164,646,1071,684,724,664,545,743,580,505,656,316,579,343,499,339,508,213,270,0,0,0,0,0,0
SAMP_2124,119,54,449,219,44,22,47,47,13,32,3495,2755,2118,1633,1605,961,2815,1349,1426,2776,650,1056,1867,1152,173,58,44,115,75,22,11,9,1,6,8,24,0,5,13,1,907,582,685,864,0,0,0,0,0,0
SAMP_2125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,1997,2088,1367,1361,1856,1191,1888,1920,1154,1115,1829,1129,750,1232,1023,632,637,423,510,0,0,0,0,0,0
SAMP_2126,0,0,0,0,0,0,0,0,0,0,218,1775,1123,81,217,122,44,1722,1876,479,3247,2755,2,35,3782,3290,2398,3317,2688,957,500,351,467,124,483,443,79,271,608,47,2164,1997,1391,1117,0,0,0,0,0,0
SAMP_2127,1,0,2,0,0,0,1,0,0,0,1197,1253,2199,401,625,345,308,1545,2054,1074,3040,2287,36,218,1093,579,353,405,596,313,144,63,55,41,55,111,16,30,180,6,1345,975,589,638,0,0,0,0,0,0
SAMP_2128,1193,953,1521,663,564,481,645,712,205,419,785,423,323,286,239,733,319,123,125,418,88,256,496,312,18,12,10,13,13,3,2,2,0,0,0,1,0,0,1,0,482,550,535,605,0,0,0,0,0,0
SAMP_2129,0,0,0,0,0,0,0,0,0,0,0,30,11,0,1,0,0,51,95,5,578,329,0,0,5476,3560,4240,2693,2827,2571,1604,1278,968,602,1263,2385,355,686,1646,231,1664,1280,1123,859,0,0,0,0,0,0
SAMP_2130,146,102,354,147,46,25,47,54,14,25,4182,3140,3994,1929,1065,3041,1769,1359,1733,1469,581,1301,997,1623,278,90,80,93,98,15,23,6,5,2,4,11,2,10,18,2,1319,833,251,869,0,0,0,0,0,0
SAMP_2131,5532,3500,3153,3807,1307,1044,1666,1969,229,834,3836,1284,662,649,795,1730,970,874,486,1376,337,627,1761,864,76,32,21,27,46,2,2,1,1,0,2,3,0,1,4,0,1787,1323,638,723,0,0,0,0,0,0
SAMP_2132,3011,2936,2706,2975,2206,1553,1347,1970,729,1079,991,496,175,123,134,406,166,93,83,360,58,110,160,94,9,3,8,9,11,1,1,2,0,1,0,1,0,0,0,0,1140,1755,1311,1012,0,0,0,0,0,0
SAMP_2133,4,1,2,4,0,0,2,1,0,0,1168,856,1771,632,656,519,289,1207,929,953,530,1311,89,330,418,80,58,108,192,35,14,14,5,9,13,11,1,7,27,0,365,226,275,236,0,0,0,0,0,0
SAMP_2134,32,15,25,21,2,0,7,1,1,3,1018,1883,1561,951,1362,834,556,1059,1001,1251,656,1904,430,432,217,101,43,86,135,18,9,9,7,5,8,12,1,6,13,0,572,550,384,269,0,0,0,0,0,0
SAMP_2135,4,0,4,0,2,1,1,0,1,1,1380,2560,2607,364,578,250,211,1190,1348,945,2674,2758,62,266,1250,235,80,561,583,75,61,36,26,15,57,119,5,22,107,3,963,382,711,867,0,0,0,0,0,0
SAMP_2136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,39,18,0,0,2741,2496,1679,2597,2296,1810,1458,1586,1375,1108,1106,1480,799,1508,1080,520,1338,1352,810,645,0,0,0,0,0,0
SAMP_2137,1497,2167,1695,2158,1212,865,796,1457,673,610,857,627,200,152,239,850,187,108,89,263,79,230,299,140,23,9,3,9,3,0,1,2,1,0,2,0,0,2,3,0,952,447,843,636,0,0,0,0,0,0
SAMP_2138,0,0,0,0,0,0,0,0,0,0,113,457,331,15,55,38,13,317,454,156,943,1344,0,13,1198,481,571,649,1250,265,185,80,67,46,85,165,27,72,183,9,343,476,308,395,0,0,0,0,0,0
SAMP_2139,1156,1096,1457,1558,573,149,667,379,184,344,1379,1024,439,283,550,1290,477,422,190,669,104,244,601,497,17,12,7,7,14,4,2,5,0,0,1,1,0,1,2,1,550,636,597,502,0,0,0,0,0,0
SAMP_2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2858,2030,2043,1582,1606,1770,1550,1198,1798,1013,781,633,681,1109,893,583,1100,709,420,356,0,0,0,37,0,0
SAMP_2141,0,0,0,0,0,0,0,0,0,0,2,19,3,0,0,0,0,16,40,0,227,136,0,0,1749,2859,1007,1810,1290,1352,1158,544,465,532,576,811,190,260,923,166,484,942,373,668,0,0,0,0,0,0
SAMP_2142,19,5,23,24,6,0,2,2,0,2,2396,2963,3587,1079,1155,1224,869,1433,876,2515,1030,1714,463,944,210,133,101,189,127,36,40,10,13,4,12,24,0,6,35,2,668,648,486,419,0,0,0,0,0,0
SAMP_2143,0,0,2,0,0,0,2,0,0,0,490,1970,978,134,289,201,50,1256,1453,552,3961,2654,6,31,2208,1453,854,1108,857,271,266,123,177,43,132,294,35,225,434,10,1010,979,982,800,0,0,0,0,0,0
SAMP_2144,755,314,940,634,186,72,249,112,41,126,2957,1936,1509,994,1051,2445,1226,1056,604,934,452,821,1271,1511,127,37,15,25,45,10,5,3,0,1,0,6,2,2,12,0,877,864,522,680,0,0,0,0,0,0
SAMP_2145,54,55,131,49,15,12,16,16,4,8,2562,1423,1350,1239,970,1300,1039,938,387,2083,573,1090,896,612,123,51,21,116,67,8,6,3,2,1,5,6,2,6,10,0,398,822,335,519,0,0,0,0,0,0
SAMP_2146,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,13,92,3,359,269,0,0,2724,2373,2962,2309,1538,1430,1955,968,677,455,645,1368,302,559,804,220,1346,901,590,610,0,0,0,0,0,0
SAMP_2147,30,13,26,21,3,7,16,4,2,5,2023,1406,1236,874,936,982,955,1105,914,823,802,946,716,806,152,52,27,36,60,16,10,4,3,1,2,10,0,2,10,1,321,573,238,200,0,0,0,0,0,0
SAMP_2148,182,104,286,296,67,50,99,63,20,47,3569,1176,2332,873,1015,703,1243,817,445,1639,366,451,1613,1211,97,29,12,25,33,8,7,3,0,2,3,10,1,2,8,0,422,942,365,236,0,0,0,0,0,0
SAMP_2149,11,10,53,47,7,7,5,10,1,1,3228,3033,2922,1800,1379,1217,1302,2392,1270,2567,1062,2676,657,1306,193,166,59,102,245,23,17,17,16,7,11,24,1,8,23,3,720,312,498,654,0,0,0,0,0,0
SAMP_2150,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,3,13,0,315,133,0,0,4385,3417,3413,3203,2730,1540,1780,1187,1462,575,785,1316,504,1357,1287,411,1050,1710,1014,632,0,0,0,0,0,0
SAMP_2151,924,516,1456,576,223,152,241,233,41,122,2257,1178,748,455,693,1297,639,172,324,951,188,400,737,657,75,12,9,30,27,3,2,3,3,1,2,4,1,3,2,0,1032,545,518,454,0,0,0,0,0,39
SAMP_2152,941,1041,1141,763,467,344,397,372,180,225,1296,843,453,161,282,914,155,222,94,365,146,294,801,286,28,8,9,15,11,3,4,0,0,2,0,1,0,1,0,0,535,652,537,316,0,0,0,0,19,0
SAMP_2153,0,0,1,0,0,0,0,0,0,0,696,824,1001,167,399,242,63,990,1411,454,1649,1572,3,70,1532,834,464,927,1116,244,174,94,83,42,117,197,23,104,187,22,1199,1311,944,561,0,0,0,0,0,0
SAMP_2154,0,0,0,0,0,0,0,0,0,0,6,56,39,1,6,2,0,46,123,20,470,463,0,1,1015,937,1311,1221,1014,609,504,308,281,131,253,465,47,289,348,30,458,700,422,475,96,0,0,0,0,0
SAMP_2155,6628,3847,7051,6588,2250,1661,1229,2115,641,1988,2494,1217,442,263,466,2208,596,251,420,467,148,283,625,583,28,8,11,22,28,7,1,0,1,0,1,1,0,0,1,0,3059,2221,1594,2460,0,0,0,0,0,0
SAMP_2156,1258,1105,2569,1195,414,183,538,356,72,219,3045,1336,708,548,470,1202,792,414,492,683,233,307,866,384,52,11,12,18,31,2,2,0,0,0,0,1,0,2,1,0,891,709,529,496,0,0,0,24,0,0
SAMP_2157,1758,1132,1550,976,863,470,823,448,182,408,928,462,303,220,197,956,417,203,158,477,117,135,200,172,24,9,4,8,7,1,1,0,0,1,2,0,0,0,1,0,780,841,400,337,0,0,0,0,0,35
SAMP_2158,679,427,871,592,174,89,243,190,52,147,2387,1057,856,620,769,2052,1085,294,303,2074,377,388,573,808,79,20,25,37,47,8,0,3,1,1,2,9,1,1,3,0,735,737,529,533,0,0,0,0,0,0
SAMP_2159,48,20,97,58,12,3,22,14,3,12,3497,1956,2004,1092,1884,1110,1939,1212,1088,1488,736,1487,788,751,257,83,51,138,103,32,3,6,7,3,3,17,0,3,12,0,903,815,293,385,0,0,0,0,0,0
SAMP_2160,2,0,0,0,0,0,0,0,0,0,411,745,840,86,255,78,43,714,654,407,1792,893,5,40,1311,457,204,732,660,169,202,42,83,33,99,91,9,80,132,9,524,570,204,506,0,0,0,0,0,0
SAMP_2161,0,0,3,0,0,0,0,0,0,0,800,1866,1790,311,413,262,165,1261,1469,558,2530,1858,20,139,1168,1006,401,254,627,139,101,52,34,20,74,96,10,39,140,5,669,500,474,717,0,0,0,0,0,0
SAMP_2162,4,3,2,1,1,0,1,2,0,0,1595,1869,2559,672,735,325,326,1404,1635,1385,2437,1262,55,167,1044,470,242,619,758,144,92,56,24,17,33,105,11,28,139,8,703,973,747,759,0,0,0,0,0,0
SAMP_2163,188,175,784,212,41,46,70,89,20,49,2386,1725,1822,1410,1212,2221,1295,1216,570,1194,536,868,1131,1524,147,40,22,53,46,8,12,3,4,0,2,9,1,2,9,0,737,823,568,565,0,0,0,0,0,0
SAMP_2164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,2088,1538,1731,1150,1154,1077,814,1263,863,563,444,887,592,816,610,265,541,539,383,407,0,0,0,0,0,0
SAMP_2165,65,44,91,64,14,6,22,18,5,7,1879,1002,1065,533,618,814,626,729,417,697,348,545,224,525,51,19,25,28,60,11,5,4,0,0,3,5,0,5,7,1,343,355,285,240,0,0,0,0,0,0
SAMP_2166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,1098,827,1182,1249,892,888,732,660,716,472,700,415,653,465,462,333,333,335,335,0,0,0,0,0,0
SAMP_2167,1,1,0,0,1,0,0,0,0,0,656,743,849,478,480,368,234,1083,984,659,1136,1483,32,144,474,198,157,337,340,72,31,37,13,9,16,46,6,14,63,3,521,361,500,252,0,0,0,0,0,0
SAMP_2168,4606,3932,3541,2363,1158,1160,1477,1568,581,1446,2332,1677,381,425,368,3153,545,407,390,942,311,294,1132,691,74,20,12,25,40,3,1,1,1,2,1,3,0,1,2,0,1225,2071,1588,1228,0,0,0,0,0,0
SAMP_2169,0,0,2,2,0,0,0,0,0,0,775,1025,1306,130,454,262,127,990,2322,749,2821,3629,2,111,1566,1006,567,833,1423,320,200,98,95,33,68,239,17,79,121,15,1222,1144,912,666,0,0,0,0,0,0
SAMP_2170,819,326,892,421,226,142,348,232,80,83,2025,1439,1197,848,623,2200,1273,918,421,1353,578,975,1619,1091,105,23,14,70,29,6,4,0,2,0,2,4,1,0,6,0,787,945,758,429,0,0,0,0,0,0
SAMP_2171,0,0,2,1,0,0,0,0,0,0,582,756,1155,119,277,260,79,1133,987,230,1938,1639,9,86,1207,491,505,697,593,193,98,69,52,21,58,137,14,35,129,6,822,869,439,346,0,0,0,0,0,0
SAMP_2172,2850,2467,3046,1673,849,1130,1240,1204,486,786,1381,397,127,114,101,728,255,107,122,239,70,157,303,142,19,11,2,10,9,2,0,2,0,0,1,1,0,0,0,0,1446,1647,1027,522,0,0,0,0,0,0
SAMP_2173,3796,2197,2403,2105,478,1132,951,1567,481,538,4548,1490,599,543,718,1739,755,487,599,2075,259,691,1326,780,72,36,14,33,51,6,10,0,0,1,2,5,0,1,5,0,1027,967,1122,764,0,0,0,0,0,82
SAMP_2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,97,20,0,0,3816,3849,2742,2484,1807,2666,1747,1154,1861,1111,934,1303,412,1525,1003,316,770,988,684,613,0,0,0,0,0,0
SAMP_2175,1571,1144,1603,2330,577,420,870,654,190,370,4880,2080,1082,1031,760,1750,1415,732,523,1507,395,322,893,787,75,36,15,29,50,6,2,6,2,0,2,5,0,1,6,0,783,1013,1412,583,0,0,0,0,0,0
SAMP_2176,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,18,62,0,205,480,0,0,5565,2709,2737,2768,3191,1997,1089,1358,824,845,910,914,138,1219,979,273,984,705,1074,808,0,134,0,0,0,0
SAMP_2177,566,290,560,442,153,60,235,151,43,112,2167,652,358,554,330,973,316,163,206,434,156,300,631,201,37,3,6,20,5,5,2,0,0,0,0,1,0,0,2,0,556,494,208,243,0,0,0,0,0,0
SAMP_2178,3,1,5,2,1,0,2,2,0,0,1307,1154,1983,792,551,585,281,876,827,1077,1338,1836,118,214,589,328,166,115,337,51,38,24,8,11,13,31,2,21,42,3,392,539,506,396,0,0,0,0,0,0
SAMP_2179,0,0,0,0,0,0,0,0,0,0,504,1335,753,92,376,217,42,1167,2013,793,3809,1804,2,32,3474,3050,1265,1048,1577,683,356,213,286,110,409,422,47,175,500,34,1761,1137,1502,1208,0,0,0,0,0,178
SAMP_2180,33,18,78,36,13,1,17,15,1,6,3165,1433,2080,730,1211,917,1339,950,580,1071,776,1041,381,765,170,58,41,43,97,11,11,2,2,2,3,10,0,3,8,0,312,500,361,422,0,0,0,0,0,0
SAMP_2181,379,200,422,451,94,46,186,83,17,44,2423,2161,891,1460,508,1026,1266,771,584,1078,507,644,1420,1188,113,37,14,50,59,13,6,4,7,1,2,11,1,1,8,1,774,326,482,568,0,0,0,0,0,0
SAMP_2182,1167,916,639,544,343,219,289,370,65,236,877,264,177,197,142,639,254,153,147,388,71,116,311,184,26,5,3,6,15,2,0,0,0,0,0,1,0,1,2,0,334,225,403,286,0,0,0,0,0,0
SAMP_2183,2203,1213,2576,705,774,626,904,528,336,666,616,243,69,61,48,263,94,65,83,198,54,101,150,86,10,5,5,9,14,2,2,0,0,0,1,2,0,0,0,1,401,617,634,518,0,0,0,0,0,0
SAMP_2184,392,235,510,534,115,46,167,71,31,73,3152,2003,2207,1524,1179,1352,1283,327,367,1539,587,685,1443,1236,102,37,13,31,39,7,5,0,0,6,3,2,0,4,2,0,626,908,556,457,0,0,0,0,0,0
SAMP_2185,1,0,2,0,0,0,0,0,0,0,1014,4547,2487,364,569,744,205,3710,1929,1390,5207,6694,18,339,4542,2314,1840,1263,2050,466,305,268,227,107,120,372,49,164,566,16,3767,1845,1741,971,0,0,0,0,0,0
SAMP_2186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,1871,1992,1539,1064,1936,2188,960,924,994,809,853,511,1260,763,490,521,724,450,203,0,0,0,0,0,0
SAMP_2187,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,1,0,5,20,0,231,119,0,0,2522,3018,2862,1144,2558,1560,1511,1225,590,588,737,1183,220,734,985,348,1181,853,898,338,0,0,0,0,0,0
SAMP_2188,0,0,0,1,0,0,0,0,0,0,193,753,1134,89,270,78,32,836,1004,295,3836,2029,3,37,2304,983,558,1286,987,511,220,154,77,96,115,255,54,66,225,17,1207,971,767,550,0,0,0,0,0,0
SAMP_2189,0,0,0,0,0,0,0,0,0,0,4,15,23,0,1,2,0,37,45,5,646,472,0,0,4943,4097,3231,3206,2197,1963,1231,1349,644,464,489,1520,227,792,1208,218,1037,1238,1091,971,0,0,0,0,0,97
SAMP_2190,0,1,1,0,0,0,0,0,0,0,176,409,510,20,89,62,14,499,461,193,1774,1195,1,16,1936,1530,679,854,685,195,240,125,116,51,140,257,17,88,232,19,591,885,369,693,0,0,0,0,0,0
SAMP_2191,1260,634,991,1738,378,309,389,402,156,262,2987,989,1085,609,513,1057,741,260,455,839,184,544,878,643,47,21,11,37,24,5,5,2,1,0,3,6,1,1,2,0,636,1084,411,751,0,0,0,0,0,0
SAMP_2192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,10,0,0,2274,2045,1266,1087,1334,797,658,492,1115,625,449,825,424,808,724,197,493,211,492,174,0,0,0,0,0,0
SAMP_2193,7,1,11,8,2,2,3,1,0,2,1215,1551,1411,886,727,659,564,1303,848,1245,1312,1128,104,602,350,110,108,70,200,46,33,19,1,7,2,36,0,13,24,1,499,420,208,312,0,0,0,0,0,0
SAMP_2194,43,24,49,39,12,2,21,10,0,5,4228,3883,4753,2561,3328,3039,1828,2284,2890,2801,2171,2288,809,761,652,223,92,198,306,61,28,20,14,8,14,45,5,8,28,2,864,1043,954,1224,0,0,0,0,0,0
SAMP_2195,1405,1676,1282,795,733,605,530,739,216,251,444,485,190,90,118,388,166,98,77,289,64,127,139,134,25,10,3,7,3,0,0,0,1,0,0,0,0,0,0,0,604,769,443,327,0,0,0,0,0,0
SAMP_2196,27,33,78,47,3,5,8,9,1,4,4053,2149,5273,2136,1775,2038,1757,2588,2111,2947,1423,1830,654,1353,331,216,58,166,244,43,28,10,10,4,16,31,3,9,30,2,837,821,558,607,0,0,0,0,0,0
SAMP_2197,17,9,19,14,4,2,3,7,2,5,1068,993,1245,342,579,470,647,791,528,996,440,577,434,461,113,38,15,32,54,8,3,2,5,2,4,6,1,1,15,1,258,261,204,234,0,0,0,0,0,0
SAMP_2198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,7,0,0,1231,624,939,837,526,534,801,519,588,338,257,774,371,534,356,246,420,240,213,178,0,0,0,0,0,0
SAMP_2199,2,4,18,5,1,0,4,0,0,3,1539,1287,799,540,644,898,482,719,469,786,583,1068,199,315,114,57,77,77,100,17,13,5,3,3,7,22,2,6,14,3,441,367,265,269,0,0,19,0,0,0
SAMP_2200,96,49,121,76,27,9,32,15,2,6,1251,471,452,359,183,656,284,301,120,378,125,121,371,316,34,7,4,8,5,1,1,2,0,1,0,7,0,0,2,0,157,267,118,135,0,0,0,0,0,0
SAMP_2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,2063,1850,840,942,754,795,857,889,673,533,855,533,653,308,793,499,474,257,254,0,0,0,0,0,0
SAMP_2202,4553,5944,4394,3411,1542,1219,2393,1407,906,1885,3611,1079,486,353,513,2048,682,378,285,1160,315,312,729,465,49,25,7,20,28,7,5,6,0,0,2,4,0,1,3,0,1239,1560,1667,1030,0,0,0,0,0,0
SAMP_2203,619,209,700,423,93,102,138,106,34,35,2625,1603,921,1153,1070,2350,1108,653,664,1026,477,547,940,518,143,25,30,45,43,6,8,5,1,2,0,6,0,1,10,1,961,791,519,567,0,0,0,0,0,0
SAMP_2204,1317,1136,1100,1435,512,550,766,548,714,452,556,227,136,62,79,301,139,65,71,183,59,95,123,129,16,2,0,2,6,0,0,0,0,0,0,1,0,0,0,0,697,451,570,317,61,0,0,0,0,0
SAMP_2205,0,0,0,0,0,0,0,0,0,0,344,705,656,55,219,156,43,1060,1069,235,2831,1780,3,35,2092,976,525,805,1649,392,163,136,155,67,176,262,45,65,243,22,1240,949,595,710,0,0,0,0,0,0
SAMP_2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1435,959,999,784,660,301,725,631,318,481,369,460,313,366,341,318,322,225,281,113,0,0,0,0,0,0
SAMP_2207,1010,585,865,563,106,130,355,310,64,204,2853,1332,1437,723,850,1565,1071,829,594,1894,438,616,1312,1403,70,16,17,21,30,2,4,2,3,0,4,2,0,1,4,0,721,1188,780,702,69,0,0,0,0,0
SAMP_2208,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,75,36,0,0,1400,1779,974,916,1526,1187,459,943,878,535,664,1089,337,651,417,226,510,568,243,431,0,0,0,0,0,0
SAMP_2209,375,140,683,606,164,78,254,152,34,70,2316,758,880,370,560,983,757,502,169,531,239,385,659,431,40,18,6,23,22,5,1,0,0,0,2,1,0,5,5,0,512,302,302,305,0,0,0,0,0,0
SAMP_2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1441,2005,1189,1354,792,1020,474,1124,871,512,703,656,705,517,737,498,718,458,310,0,0,0,0,0,0
SAMP_2211,0,0,0,0,0,0,0,0,0,0,194,805,668,51,166,102,32,749,1187,223,3184,2167,1,18,2966,2209,2299,1854,1971,1054,628,283,169,193,205,455,54,216,611,44,1008,1881,1225,1237,0,0,0,0,0,0
SAMP_2212,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,3,0,76,31,0,0,4019,2751,3127,1911,1976,1179,1384,1592,1462,633,706,1053,559,888,711,260,577,500,438,440,0,0,0,0,16,0
SAMP_2213,2825,2748,1064,2140,937,652,1031,1168,500,438,772,301,93,68,92,217,126,108,79,149,51,144,102,78,25,7,1,11,11,1,1,3,0,1,1,2,0,0,2,0,613,1091,843,717,0,0,0,0,0,0
SAMP_2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,560,462,489,443,327,484,469,345,491,208,271,394,471,243,242,194,128,145,200,0,0,0,0,0,18
SAMP_2215,0,0,0,0,0,0,0,0,0,0,462,1274,824,53,173,135,38,907,1322,441,3634,2627,1,31,1887,1197,2042,1279,1653,360,310,231,159,67,132,368,58,124,601,35,1174,1462,736,997,0,0,0,0,0,0
SAMP_2216,642,807,1706,561,294,112,293,527,63,126,3325,1794,2425,1215,1609,1786,1000,1128,750,1763,523,957,2005,1043,60,68,9,29,42,8,4,3,2,1,3,3,0,4,14,2,1108,1011,643,677,221,0,0,0,0,0
SAMP_2217,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,20,0,288,64,0,0,2044,1586,2850,1859,1762,1311,942,901,903,718,635,909,304,525,865,159,698,618,630,511,0,0,0,0,0,0
SAMP_2218,903,368,1615,932,228,134,428,285,119,237,4124,1200,1627,1262,1072,1604,1104,683,585,1419,435,724,1640,745,65,29,9,29,67,14,7,4,1,0,2,5,0,0,7,0,914,1510,734,573,147,0,0,0,0,0
SAMP_2219,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,5,12,3,291,164,0,0,3363,3895,2553,2512,2990,2216,1706,1234,702,1268,996,1163,551,927,1434,538,927,1496,1137,995,0,0,0,0,0,0
SAMP_2220,1994,3153,2066,1743,1276,707,1060,1600,585,748,1348,379,274,188,236,810,337,122,188,407,141,238,392,106,16,11,3,8,8,3,3,0,1,0,0,5,0,1,3,0,1007,733,354,1058,0,0,0,0,0,0
SAMP_2221,0,0,0,0,0,0,0,0,0,0,5,81,41,1,8,4,0,67,87,17,565,312,0,1,2353,1550,1456,1214,2129,737,589,305,298,190,382,371,79,337,748,60,779,557,503,662,0,0,0,0,0,0
SAMP_2222,30,18,76,22,4,3,6,2,0,5,5224,2129,3165,1415,1938,1853,1429,2045,1919,2551,2160,1858,611,1469,499,185,99,206,208,65,60,11,9,6,19,27,6,18,35,0,612,1063,866,1100,0,0,0,0,0,0
SAMP_2223,5838,4074,3957,2370,1984,2015,2233,2769,927,1361,1303,1161,573,384,433,1856,603,466,250,928,158,363,784,508,99,31,11,35,24,11,4,2,1,0,5,11,0,2,3,1,1763,1823,1618,1361,0,0,0,0,0,0
SAMP_2224,1163,702,1341,1036,435,268,560,328,203,263,2075,304,388,252,266,980,409,279,208,644,182,439,728,352,21,11,8,8,15,3,2,1,0,2,1,2,0,2,1,0,785,541,346,431,0,0,0,0,0,0
SAMP_2225,4912,3979,2155,2083,2380,970,1819,2072,566,599,769,449,138,74,75,476,167,75,77,235,55,113,123,97,21,8,5,10,10,4,2,0,0,0,0,2,0,0,1,0,1015,855,1005,801,0,0,0,0,0,0
SAMP_2226,33,9,86,39,6,4,12,11,2,10,2156,1856,1017,769,695,679,728,617,604,706,396,483,543,452,79,36,16,48,59,10,6,5,1,1,0,9,1,5,9,1,426,392,229,216,0,0,0,0,0,0
SAMP_2227,1092,380,1486,997,223,85,308,179,69,137,3697,2200,1314,1817,970,2562,1255,868,477,1562,623,1183,1485,1183,137,23,27,45,48,11,9,5,1,0,4,7,0,1,8,1,938,1107,723,630,0,0,0,0,0,0
SAMP_2228,31,14,47,30,2,1,5,7,3,0,1586,1349,672,622,833,954,852,500,547,762,636,473,613,322,97,29,25,47,56,9,10,6,0,0,8,8,0,4,10,1,382,300,307,293,0,0,0,0,0,0
SAMP_2229,857,298,732,425,81,105,106,130,46,96,1756,938,506,532,712,1358,549,518,320,915,159,384,596,623,20,12,10,11,15,6,1,1,1,0,0,4,0,2,7,0,580,469,391,526,0,0,0,0,0,0
